Бренд;ID КАТ;Артикул;Название;Категория;Подкатегория;Цена;Старая цена;Тег;Фото;Описание
MALECULA;cat_1788100861364_s6kb_sub_Парфюмированная_линия;;Крем 41741 для рук и тела La Parf Chromatica Lab Summer Garden, 250 мл;Уход;Парфюмированная линия;30.40 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_s6kb_sub_Парфюмированная_линия;;Крем 41742 для рук и тела La Parf Chromatica Lab Tobacco Vanilla, 250 мл;Уход;Парфюмированная линия;30.40 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_s6kb_sub_Парфюмированная_линия;;Спрей 39897 парфюмированный Chromatica Lab Silk, 100 мл;Уход;Парфюмированная линия;28.00 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_s6kb_sub_Парфюмированная_линия;;Спрей 39899 парфюмированный Chromatica Lab Forest Woody, 100 мл;Уход;Парфюмированная линия;28.00 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_s6kb_sub_Парфюмированная_линия;;Спрей 39900 парфюмированный Chromatica Lab Persea Verde, 100 мл;Уход;Парфюмированная линия;28.00 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_s6kb_sub_Парфюмированная_линия;;Спрей 41624 парфюмированный Chromatica Lab Amber Moss, 100 мл;Уход;Парфюмированная линия;28.00 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_s6kb_sub_Парфюмированная_линия;;Спрей 41625 парфюмированный Chromatica Lab H2O, 100 мл;Уход;Парфюмированная линия;28.00 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_s6kb_sub_Парфюмированная_линия;;Спрей 41626 парфюмированный Chromatica Lab Cannabis, 100 мл;Уход;Парфюмированная линия;28.00 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_s6kb_sub_Парфюмированная_линия;;Спрей 41627 парфюмированный Chromatica Lab Bloom Neroli, 100 мл;Уход;Парфюмированная линия;28.00 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Бальзамы;;Бальзам 587 для окрашенных волос Malecula Colour Wave, 300 мл;Уход за волосами;Бальзамы;28.10 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Маски;;Маска 35783 для восстановления и укрепления волос SOS Your Hair, 500 мл;Уход за волосами;Маски;75.10 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Маски;;Маска 35951 увлажняющая для волос Malecula Hydro SOS Max, 500 мл;Уход за волосами;Маски;73.30 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_s6kb_sub_Масла;;Масло 43271 для волос Malecula Miracle Finishing Oil, 30 мл;Уход;Масла;25.60 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_s6kb_sub_Масла;;Масло 43272 для волос восстанавливающее Malecula Lovely Hair Repair Oil, 30 мл;Уход;Масла;25.60 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Шампуни;;Шампунь 37005 увлажняющий Malecula Woman's Beauty Lift, 1000 мл;Уход за волосами;Шампуни;48.50 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Шампуни;;Шампунь 37006 мужской Malecula Man's Power+, 1000 мл;Уход за волосами;Шампуни;48.50 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Шампуни;;Шампунь 42040 универсальный увлажняющий Malecula Hydro SOS Max, 300 мл;Уход за волосами;Шампуни;26.30 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Шампуни;;Шампунь 586 для окрашенных волос Malecula Colour Wave, 300 мл;Уход за волосами;Шампуни;26.30 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Бальзамы;;Бальзам 35378 разглаживающий Paul Oscar Soft Liss Smooth and Silky, 500мл;Уход за волосами;Бальзамы;70.20 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Бальзамы;;Бальзам 39210 для создания объема Paul Oscar Volume Up Boost and Density, 500мл;Уход за волосами;Бальзамы;70.20 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Маски;;Маска 40626 интенс. реконструктор Botox Sapphire Regeneration & Reconstruction Mask White, 500мл;Уход за волосами;Маски;234.20 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Маски;;Маска 41801 заверш. с пантенолом Healthy Mask Panthenol Aqua Superfood B-12 Paul Oscar, 500мл;Уход за волосами;Маски;77.80 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Маски;;Маска-гель 715 реконструирующая коллагеновая Cryoplastia Collagen Jelly Mask Paul Oscar, 500мл;Уход за волосами;Маски;68.40 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1786698823066_lnmc_sub_Маски;;Маска-подложка 41611 протеиновая Next Evolution Superfood B-12 Paul Oscar, 500мл;Уход за волосами;Маски;54.10 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_98ul_sub_Набор;;Набор 41844 холодного ухода Paul Oscar Superfood B-12 (Пилинг+шампунь+восстан. крем+2 маски);Уход и реконструкция;Набор;276.00 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_98ul_sub_Paul_Oscar_Спреи,_масла;;Клей-эликсир 36012 Charme Paul Oscar, 30 мл;Уход и реконструкция;Paul Oscar Спреи, масла;26.90 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_98ul_sub_Paul_Oscar_Спреи,_масла;;Крем 41610 восстанавливающий для волос Aminoplex Vitamin Superfood B-12 Paul Oscar, 500мл;Уход и реконструкция;Paul Oscar Спреи, масла;59.60 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_98ul_sub_Paul_Oscar_Спреи,_масла;;Пилинг 41608 для кожи головы Prebiotic Detox Superfood B-12, 200 мл;Уход и реконструкция;Paul Oscar Спреи, масла;34.80 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_98ul_sub_Paul_Oscar_Спреи,_масла;;Спрей 39732 термозащитный для волос 12 в 1 Anti-heat Protection Paul Oscar, 200 мл;Уход и реконструкция;Paul Oscar Спреи, масла;28.70 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_98ul_sub_Paul_Oscar_Спреи,_масла;;Филлер 39518 липидный Silkiss Express Treatment Paul Oscar, 200мл;Уход и реконструкция;Paul Oscar Спреи, масла;72.00 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_98ul_sub_Paul_Oscar_Шампуни;;Шампунь 35373 разглаживающий Paul Oscar Soft Liss Smooth and Silky, 500мл;Уход и реконструкция;Paul Oscar Шампуни;54.90 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_98ul_sub_Paul_Oscar_Шампуни;;Шампунь 35381 питательный Paul Oscar Nutri Jelly Nutrition and Hydration, 500мл;Уход и реконструкция;Paul Oscar Шампуни;54.90 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
MALECULA;cat_1788100861364_98ul_sub_Paul_Oscar_Шампуни;;Шампунь 39209 для создания объема Paul Oscar Volume Up Boost and Density, 500мл;Уход и реконструкция;Paul Oscar Шампуни;54.90 BYN;;;https://i.ibb.co/p7YgvT8/images.jpg;
